10000,7.72595,0.582933,13.2536
20000,19.304,0.833988,23.1467
30000,20.812,0.712872,29.1946
40000,41.033,1.50895,27.1931
50000,41.4579,1.1301,36.685
60000,44.312,1.08099,40.9921
70000,93.3518,2.72298,34.283
80000,96.827,1.80602,53.6135
90000,94.142,1.82605,51.555
100000,95.602,1.81293,52.7333
110000,98.2802,1.8158,54.1251
120000,98.6788,1.80817,54.574
130000,108.78,1.84083,59.093
140000,199.793,4.94909,40.3696
150000,210.707,3.01909,69.7914
160000,211.844,2.98905,70.8733
170000,204.941,3.03102,67.6146
180000,208.745,3.05486,68.3322
190000,211.987,3.03292,69.8953
200000,216.961,3.57819,60.6343
210000,219.601,3.37505,65.0659
220000,217.468,3.40009,63.9595
230000,217.726,3.35097,64.974
240000,226.039,3.42298,66.0358
250000,227.052,3.44896,65.832
260000,227.827,3.40104,66.9875
270000,444.78,8.13198,54.6951
280000,446.941,6.35386,70.3417
290000,454.883,6.40512,71.0187
300000,456.837,6.40893,71.2814
310000,452.327,6.37293,70.9763
320000,456.466,6.29592,72.5019
330000,460.256,6.46687,71.1714
340000,452.367,6.75392,66.9784
350000,462.25,6.4292,71.8986
360000,469.29,6.40392,73.2816
370000,461.935,6.55794,70.439
380000,476.608,6.48212,73.5265
390000,469.607,6.40082,73.3667
400000,468.501,6.46806,72.433
410000,467.983,6.38986,73.2384
420000,479.203,6.52099,73.4863
430000,482.987,6.43992,74.9989
440000,474.564,6.464,73.4164
450000,485.587,6.49714,74.7385
460000,487.671,6.62184,73.6459
470000,489.84,6.52385,75.0845
480000,496.225,6.56223,75.6183
490000,498.596,6.54101,76.2261
500000,506.884,6.58607,76.963
510000,500.94,6.55723,76.3951
520000,498.333,6.64306,75.0156
530000,975.76,18.502,52.7381
540000,981.476,18.811,52.1757
550000,985.158,18.348,53.693
560000,1009.54,18.8272,53.6212
570000,983.943,18.4901,53.2147
580000,983.699,18.621,52.8275
590000,985.669,18.357,53.6943
600000,1003.76,18.5041,54.2453
610000,1009.96,18.6052,54.2835
620000,1009.86,18.7111,53.9713
630000,989.699,18.502,53.4915
640000,1003.28,18.7612,53.4766
650000,1000.58,18.9171,52.8931
660000,1030.82,18.8651,54.6417
670000,1008.47,18.9071,53.3382
680000,1018.93,18.801,54.1954
690000,1010.99,19.15,52.7934
700000,1025.74,19.1941,53.4403
710000,1025.75,18.862,54.3821
720000,1030.55,18.8639,54.6308
730000,1032.25,18.9061,54.5987
740000,1025.42,18.995,53.9836
750000,1020.92,19.0179,53.682
760000,1038.31,18.9929,54.6682
770000,1045.63,19.099,54.7477
780000,1025.67,18.9891,54.0137
790000,1037.9,19.2211,53.9979
800000,1050.87,19.2542,54.579
810000,1041.23,19.443,53.5529
820000,1045.89,19.1269,54.6816
830000,1060.54,19.1181,55.4734
840000,1059.48,19.4581,54.4496
850000,1046.39,19.4681,53.7492
860000,1062.14,19.268,55.1246
870000,1073.52,19.299,55.6256
880000,1060.48,19.3291,54.8644
890000,1065.31,19.4139,54.8736
900000,1070.07,19.3782,55.2204
910000,1078.31,19.449,55.4432
920000,1055.94,19.486,54.1898
930000,1066.14,19.6559,54.2401
940000,1102.74,19.6509,56.1162
950000,1102.13,19.552,56.369
960000,1096.62,19.8421,55.2671
970000,1100.8,19.6111,56.1315
980000,1105.72,19.8731,55.6387
990000,1097,19.6331,55.8754
1000000,1117.26,19.6779,56.7776
1010000,1117.01,19.81,56.3861
1020000,1105,20.0231,55.186
1030000,1095.49,19.748,55.4735
1040000,1121.31,19.752,56.7692
1050000,2139.9,38.1401,56.1065
1060000,2142.58,38.4929,55.6616
1070000,2193.69,38.5051,56.9715
1080000,2171.44,37.7631,57.5016
1090000,2178.84,37.7581,57.7052
1100000,2190.39,37.4632,58.4678
1110000,2208.12,37.564,58.7829
1120000,2157.34,37.7178,57.1967
1130000,2146.77,38.044,56.4286
1140000,2149.17,38.233,56.2123
1150000,2192.7,38.255,57.3181
1160000,2212.77,37.9381,58.3257
1170000,2177.18,38.2638,56.8991
1180000,2119.06,38.384,55.2068
1190000,2199.68,38.058,57.7979
1200000,2185.62,37.961,57.5755
1210000,2165.2,38.044,56.9132
1220000,2167.56,38.4591,56.3601
1230000,2164.67,38.142,56.7531
1240000,2166.99,38.2571,56.6427
1250000,2186.46,38.1989,57.2386
1260000,2241.98,38.296,58.5434
1270000,2254.48,39.0201,57.7776
1280000,2247.12,38.2621,58.7296
1290000,2216.45,38.3539,57.7893
1300000,2219.19,38.7061,57.3344
1310000,2236.87,38.332,58.3552
1320000,2267.1,39.041,58.0696
1330000,2242.51,38.7778,57.8297
1340000,2232.8,38.81,57.5315
1350000,2215.13,38.527,57.4954
1360000,2224.48,38.7249,57.4431
1370000,2237.92,38.7299,57.7826
1380000,2237.4,38.7652,57.7167
1390000,2241.74,38.9588,57.5413
1400000,2252.63,38.8041,58.0514
1410000,2275.61,39.1722,58.0925
1420000,2260.08,38.7158,58.376
1430000,2252.85,38.656,58.2794
1440000,2267.64,38.8319,58.3963
1450000,2271.95,39.1259,58.0677
1460000,2256.84,38.7709,58.2097
1470000,2242.41,38.8808,57.6738
1480000,2265.37,39.0379,58.0299
1490000,2250.98,39.371,57.1736
1500000,2261.15,39.207,57.6721
1510000,2255.34,39.0661,57.7315
1520000,2289.25,39.259,58.3116
1530000,2272.51,39.7499,57.1702
1540000,2307.24,39.438,58.5029
1550000,2295.98,39.4518,58.1971
1560000,2286.81,39.3651,58.0923
1570000,2282.63,39.3879,57.9526
1580000,2270.75,39.5849,57.3641
1590000,2288.95,39.5079,57.9365
1600000,2315.15,39.6569,58.3795
1610000,2296.58,39.973,57.4532
1620000,2333.28,39.7921,58.6368
1630000,2358.34,39.6969,59.4087
1640000,2306.49,39.6779,58.1303
1650000,2295.53,40.009,57.3754
1660000,2320.96,42.9609,54.025
1670000,2310.9,39.8059,58.0543
1680000,2298.98,39.7079,57.8973
1690000,2327.53,40.786,57.0667
1700000,2303.5,40.0069,57.5777
1710000,2304.16,39.5961,58.1915
1720000,2333.05,39.7091,58.7535
1730000,2346.56,40.7059,57.6468
1740000,2338.51,40.3409,57.9688
1750000,2330.45,39.824,58.5186
1760000,2340.13,39.8958,58.6561
1770000,2345.62,39.8519,58.8583
1780000,2325.06,40.267,57.7412
1790000,2384.36,40.246,59.2446
1800000,2347.6,40.705,57.6736
1810000,2377.89,41.034,57.9492
1820000,2335.76,40.0119,58.3766
1830000,2344.18,40.0679,58.5052
1840000,2359.34,39.948,59.0603
1850000,2340.35,39.8359,58.7498
1860000,2377.98,40.5371,58.6619
1870000,2367.56,40.2238,58.8597
1880000,2376.31,40.134,59.2094
1890000,2423.09,40.3731,60.0175
1900000,2389.1,40.2241,59.3948
1910000,2392.79,40.539,59.0244
1920000,2383.35,40.1468,59.3658
1930000,2395.7,40.5509,59.0789
1940000,2430.76,40.6859,59.7445
1950000,2394.86,40.513,59.1132
1960000,2386.33,40.4849,58.9437
1970000,2391.79,40.386,59.2234
1980000,2410.9,40.3459,59.7559
1990000,2396.35,40.35,59.3892
2000000,2369.9,41.661,56.8853
2010000,2392.14,41.3141,57.9014
2020000,2396.69,40.813,58.7237
2030000,2438.57,40.904,59.6168
2040000,2444.87,40.7481,59.9996
2050000,2437.49,40.7901,59.7571
2060000,2386.77,41.3959,57.6571
2070000,2413.76,41.189,58.6022
2080000,2410.51,41.1081,58.6382
2090000,2449.48,42.3579,57.8282
2100000,4730.39,77.5239,61.0184
2110000,4759.21,78.1701,60.8827
2120000,4776.8,78.7468,60.6603
2130000,4815.18,78.105,61.6501
2140000,4826.5,78.2111,61.7112
2150000,4854.99,78.3122,61.9954
2160000,4833.95,77.774,62.1538
2170000,4757.05,77.939,61.0355
2180000,4763.61,78.1181,60.9796
2190000,4760.15,83.2999,57.1447
2200000,4751.31,77.6601,61.1809
2210000,4753.79,77.924,61.0054
2220000,4844.56,77.97,62.1336
2230000,4806.73,77.9469,61.6667
2240000,4746.77,78.1889,60.709
2250000,4759.75,78.1329,60.9187
2260000,4824.85,78.824,61.2104
2270000,4814.03,79.1309,60.8363
2280000,4874.26,78.1701,62.3546
2290000,4801.37,78.351,61.2802
2300000,4818.1,78.3012,61.533
2310000,4772,78.4571,60.8231
2320000,4759.43,79.0441,60.2123
2330000,4841.88,78.3389,61.8069
2340000,4803.64,79.3419,60.5435
2350000,4793.53,78.6541,60.9445
2360000,4807.45,78.501,61.2406
2370000,4794.73,78.5069,61.074
2380000,4819.43,78.8319,61.1355
2390000,4820.67,78.598,61.3332
2400000,4806.57,78.2142,61.454
2410000,4813.14,79.1509,60.8097
2420000,4873.35,78.9051,61.7622
2430000,4897.06,78.4659,62.41
2440000,4859.16,78.9981,61.5099
2450000,4863.33,78.788,61.7267
2460000,4810.61,78.9649,60.9209
2470000,4849.29,79.109,61.2988
2480000,4862.09,79.4268,61.2147
2490000,4859.43,79.3288,61.2568
2500000,4843.95,79.6831,60.7902
2510000,4830.21,79.6361,60.6536
2520000,4868.72,79.1209,61.5353
2530000,4892.82,79.5851,61.4791
2540000,4883.43,79.3991,61.5049
2550000,4907.88,79.277,61.9079
2560000,4940.68,81.8269,60.3797
2570000,4894.04,79.6099,61.4753
2580000,4859.66,79.288,61.2912
2590000,4907.69,79.6542,61.6125
2600000,4863.75,79.299,61.3343
2610000,4893.54,79.8891,61.2542
2620000,4892.59,79.406,61.6148
2630000,4883.55,80.1148,60.9569
2640000,4887.89,80.5919,60.6499
2650000,4911.26,80.276,61.1797
2660000,4887.84,81.5961,59.9029
2670000,4931.22,79.8368,61.7662
2680000,4917.24,80.1122,61.3795
2690000,4994,82.1941,60.7587
2700000,5009.92,80.3061,62.3853
2710000,5023.58,80.1549,62.6735
2720000,4945.23,81.9218,60.3653
2730000,4919.7,80.086,61.4303
2740000,4882.81,80.555,60.6147
2750000,4923.09,82.3832,59.7585
2760000,5043.33,80.6599,62.5258
2770000,4966.65,80.4832,61.7104
2780000,4954.76,80.1041,61.854
2790000,4969.94,82.7391,60.0677
2800000,4904.44,80.266,61.1024
2810000,4943.48,79.999,61.7943
2820000,4930.38,81.3329,60.6197
2830000,4972.34,80.8251,61.5198
2840000,5011.17,81.0659,61.816
2850000,4958.33,80.2538,61.783
2860000,4969.43,80.4441,61.7749
2870000,4994.14,83.0011,60.1695
2880000,4963.01,81.0611,61.2255
2890000,4943.45,81.2209,60.8643
2900000,5019.12,81.2709,61.7578
2910000,5016.12,80.8129,62.0708
2920000,4964.7,81.0971,61.2191
2930000,4986.69,80.828,61.6951
2940000,4996.6,80.9331,61.7374
2950000,4975.28,81.2402,61.2416
2960000,4992.81,81.1639,61.5152
2970000,5046.98,81.3501,62.0403
2980000,5012.72,81.3031,61.6547
2990000,4993.82,80.992,61.6581
3000000,5012.36,81.1498,61.7667
3010000,5001.45,81.1949,61.598
3020000,5049.01,81.0089,62.3266
3030000,5056.91,81.265,62.2274
3040000,5046.81,82.062,61.5
3050000,5039.64,81.1782,62.0812
3060000,5012.22,81.2569,61.6837
3070000,5036.44,81.44,61.8424
3080000,5057.46,81.301,62.2066
3090000,5017.3,81.9209,61.2456
3100000,5112.82,82.3281,62.103
3110000,5109.28,81.949,62.3471
3120000,5088.45,82.1609,61.9327
3130000,5062.31,81.9111,61.8025
3140000,5067.01,81.7969,61.9462
3150000,5067.87,82.3312,61.5546
3160000,5040.08,81.8112,61.6062
3170000,5061.28,81.4939,62.1063
3180000,5098.5,82.1848,62.0371
3190000,5082.15,82.6359,61.5005
3200000,4965.39,81.733,60.7513
3210000,5060.46,81.888,61.7974
3220000,5213.46,84.9791,61.35
3230000,5184.85,81.841,63.3527
3240000,5129.02,82.1061,62.4681
3250000,5098.41,81.5842,62.4926
3260000,5093.52,81.5258,62.4774
3270000,5126.45,82.1381,62.4126
3280000,5090.5,81.6941,62.3117
3290000,6977.37,85.1471,81.9449
3300000,6964.76,84.929,82.0068
3310000,6954.74,84.661,82.1481
3320000,6925.52,84.7762,81.6919
3330000,6933.03,84.6291,81.9226
3340000,6926.98,84.6531,81.8278
3350000,6927.5,84.8119,81.6807
3360000,6910.84,86.19,80.1815
3370000,7012.74,85.669,81.8586
3380000,7008.48,85.253,82.208
3390000,6916.51,85.741,80.6675
3400000,6929.81,85.583,80.9718
3410000,6939.41,85.942,80.7452
3420000,6936.74,85.6912,80.9504
3430000,6938.4,85.3159,81.3259
3440000,6934.52,84.9791,81.6027
3450000,6924.56,85.016,81.4501
3460000,6905.84,85.103,81.1468
3470000,7019.23,85.494,82.102
3480000,6958.01,85.3572,81.5164
3490000,6930.01,85.8512,80.7211
3500000,6929.14,91.68,75.5796
3510000,6942.74,86.1962,80.5459
3520000,6973.07,85.9301,81.1482
3530000,6988.15,85.8369,81.4119
3540000,7065.13,86.036,82.1183
3550000,6955.73,85.9611,80.9172
3560000,7011.54,86.406,81.1465
3570000,7061.64,85.8212,82.2832
3580000,6945.13,85.907,80.8447
3590000,6926.71,85.485,81.0284
3600000,6930.74,85.48,81.0802
3610000,6915.06,88.964,77.7288
3620000,6916.99,85.675,80.7352
3630000,6942.93,85.681,81.0323
3640000,6960.46,86.112,80.8304
3650000,6952.42,86.143,80.7078
3660000,7083.86,95.9742,73.8101
3670000,6975.85,86.19,80.9357
3680000,6936.68,87.5919,79.1932
3690000,6984.18,86.236,80.9892
3700000,6943.55,86.0791,80.6647
